-4,-4,40025
-4,-3.9,39625.99999999999
-4,-3.8,39229
-4,-3.6999999999999997,38834
-4,-3.5999999999999996,38441.00000000001
-4,-3.4999999999999996,38050
-4,-3.3999999999999995,37660.99999999999
-4,-3.2999999999999994,37274
-4,-3.1999999999999993,36889
-4,-3.099999999999999,36505.99999999999
-4,-2.999999999999999,36125
-4,-2.899999999999999,35745.99999999999
-4,-2.799999999999999,35368.999999999985
-4,-2.699999999999999,34994
-4,-2.5999999999999988,34620.99999999999
-4,-2.4999999999999987,34250
-4,-2.3999999999999986,33880.99999999999
-4,-2.2999999999999985,33513.999999999985
-4,-2.1999999999999984,33148.99999999999
-4,-2.0999999999999983,32785.999999999985
-4,-1.9999999999999982,32425
-4,-1.8999999999999981,32065.999999999996
-4,-1.799999999999998,31708.999999999993
-4,-1.699999999999998,31353.999999999996
-4,-1.5999999999999979,31000.999999999993
-4,-1.4999999999999978,30649.99999999999
-4,-1.3999999999999977,30300.999999999993
-4,-1.2999999999999976,29953.99999999999
-4,-1.1999999999999975,29608.999999999985
-4,-1.0999999999999974,29265.999999999993
-4,-.9999999999999974,28924.99999999999
-4,-.8999999999999975,28585.999999999996
-4,-.7999999999999975,28248.99999999999
-4,-.6999999999999975,27913.999999999985
-4,-.5999999999999975,27580.999999999993
-4,-.49999999999999756,27249.99999999999
-4,-.3999999999999976,26920.999999999996
-4,-.2999999999999976,26593.99999999999
-4,-.1999999999999976,26269
-4,-.09999999999999759,25945.999999999993
-4,24147350785597155e-31,25624.999999999993
-4,.10000000000000242,25305.99999999999
-4,.20000000000000243,24988.99999999999
-4,.30000000000000243,24673.999999999993
-4,.40000000000000246,24360.999999999993
-4,.5000000000000024,24049.999999999993
-4,.6000000000000024,23740.999999999993
-4,.7000000000000024,23433.999999999993
-4,.8000000000000024,23128.999999999993
-4,.9000000000000024,22825.999999999993
-4,1.0000000000000024,22524.999999999993
-4,1.1000000000000025,22225.99999999999
-4,1.2000000000000026,21928.99999999999
-4,1.3000000000000027,21633.999999999993
-4,1.4000000000000028,21340.999999999993
-4,1.5000000000000029,21049.99999999999
-4,1.600000000000003,20760.99999999999
-4,1.700000000000003,20473.999999999993
-4,1.8000000000000032,20188.999999999993
-4,1.9000000000000032,19905.99999999999
-4,2.000000000000003,19624.999999999993
-4,2.100000000000003,19345.999999999993
-4,2.2000000000000033,19068.999999999993
-4,2.3000000000000034,18793.99999999999
-4,2.4000000000000035,18520.99999999999
