1,-180.21826694558575,nqaq fs sdkq szkncq pqmp,0
2,-180.21826694558575,nqaq fs sdkq szknjq pqmp,0
3,-180.21826694558575,nqaq fs sdkq szknjq pqmp,0
4,-180.21826694558575,nqiq fs sdkq szknjq pqmp,0
5,-180.21826694558575,nqiq fs sdkq szknjq pqmp,0
6,-180.21826694558575,nqiq fs sdkq sjknzq pqmp,0
7,-180.21826694558575,nqiq fs sdkq sjknzq pqmp,0
8,-180.21826694558575,fqiq ns sdkq sjknzq pqmp,0
9,-180.21826694558575,fyiy ns sdky sjknzy pymp,0
10,-180.21826694558575,fyiy ns sdky sjknzy pymp,0
11,-180.21826694558575,fyiy ns sdky sjknzy pymp,0
12,-180.21826694558575,fyoy ns sdky sjknzy pymp,0
13,-180.21826694558575,fyoy ns sdky sjknzy tymt,0
14,-180.21826694558575,fyoy ns sdky sjknzy bymb,0
15,-180.21826694558575,fyoy ns sdky sjkncy bymb,0
16,-180.21826694558575,fyoy ns sdky sjkqcy bymb,0
17,-180.21826694558575,fyoy rs sdky sjkqcy bymb,0
18,-180.21826694558575,fyxy rs sdky sjkqcy bymb,0
19,-180.21826694558575,fyry xs sdky sjkqcy bymb,0
20,-180.21826694558575,fyry xs sdky sukqcy bymb,0
21,-180.21826694558575,fyry xs sdky sukqcy bymb,0
22,-180.21826694558575,fyry xt tdky tukqcy bymb,0
23,-180.21826694558575,fyry xt tdky tukqcy bymb,0
24,-180.21826694558575,fmrm xt tdkm tukqcm bmyb,0
25,-180.21826694558575,fmrm xt tdkm tukqcm bmyb,0
26,-180.21826694558575,fmrm xo odkm oukqcm bmyb,0
27,-180.21826694558575,fmrm xo odbm oubqcm kmyk,0
28,-180.21826694558575,fmrm xo odbm oubqam kmyk,0
29,-180.21826694558575,fmrm xo odbm oubqam kmyk,0
30,-180.21826694558575,fmrm xo odbm oubqam kmyk,0
31,-180.21826694558575,fmrm xo otbm oubqam kmyk,0
32,-180.21826694558575,fmrm xo otbm oybqam kmuk,0
33,-180.21826694558575,fmrm xo otbm onbqam kmuk,0
34,-180.21826694558575,fmrm xo othm onhqam kmuk,0
35,-180.21826694558575,fmrm xo othm onhqam emue,0
36,-180.21826694558575,fmrm xo ovhm onhqam emue,0
37,-180.21826694558575,fmrm xo ovhm onhqam emue,0
38,-180.21826694558575,fmrm xo ovhm onhbam emue,0
39,-180.21826694558575,fmvm xo orhm onhbam emue,0
40,-180.21826694558575,fmvm xh hrom hnobam emue,0
41,-180.21826694558575,fzvz xh hroz hnobaz ezue,0
42,-180.21826694558575,fzvz xh hroz hnobdz ezue,0
43,-180.21826694558575,fzvz xh hroz hnobdz ezue,0
44,-180.21826694558575,fzvz ph hroz hnobdz ezue,0
45,-180.21826694558575,fzvz ph hroz hnobdz ezue,0
46,-180.21826694558575,fzvz ph hroz hnobdz ezue,0
47,-180.21826694558575,fzvz ph hroz hnobdz ezue,0
48,-180.21826694558575,fzvz xh hroz hnobdz ezue,0
49,-180.21826694558575,fzvz xh hroz hnoydz ezue,0
50,-180.21826694558575,fzvz xh hroz hnoydz ezue,0
51,-180.21826694558575,zzvz xh hroz hnoydz ezue,0
52,-180.21826694558575,zzvz xh hroz hjoydz ezue,0
53,-180.21826694558575,zzvz xh hroz hjoydz ezue,0
54,-180.21826694558575,zzvz xh hrdz hjdyoz ezue,0
55,-180.21826694558575,zzvz xh hrdz hjdyoz ezue,0
56,-180.21826694558575,zzvz xh hrdz hjdymz ezue,0
57,-180.21826694558575,zzvz xh hrdz hjdtmz ezue,0
58,-180.21826694558575,zzvz mh hrdz hjdtmz ezue,0
59,-180.21826694558575,zzvz mh hrdz hjdtmz ezue,0
60,-154.72090761354517,zzvz mu urdz ujdtmz ezue,0
61,-154.72090761354517,zzvz mu urdz ujdtmz ezue,0
62,-154.72090761354517,zzvz mu urdz ujdtlz ezue,0
63,-154.72090761354517,zzvz mu urdz ujdtlz ezue,0
64,-154.72090761354517,zzvz mu urkz ujktlz ezue,0
65,-154.72090761354517,zzvz mu urkz ujktlz ezue,0
66,-154.72090761354517,zzvz mu urkz ujktlz ezue,0
67,-154.72090761354517,zzvz mu urkz ujkelz tzut,0
68,-154.72090761354517,zzvz mu urkz ujkelz tzgt,0
69,-154.72090761354517,zzvz mu urkz ujkelz tzgt,0
70,-154.72090761354517,uzvz mu urkz ujkelz tzgt,0
